longitude,latitude,environment.2018_land_distance_inv,environment.2018_mean_depth_inv,environment.2018_net_primary_production,environment.2018_sea.bottom_dissolved_oxygen,fishing.activity.2018_total_fishing,species.richness.2018,stocks.richness.2018,thermohalinity_2018,cluster,distance_class_interpretation,hotspot
-0.28,36.03,-0.394317842,-0.386369064,0.548775351,-0.333864418,-0.372381021,1.030592061,1.086148771,0.373066922,2,high risk,1
10.72,36.03,0.635539194,3.176177605,0.067250745,2.881424245,-0.371243833,0.340320049,0.504432845,-1.70002525,5,high risk,1
11.22,36.03,-0.394317842,0.953770339,-0.222105991,2.435384239,-0.17506549,-0.155259857,0.414938087,-0.906824416,7,medium risk,0
11.72,36.03,-0.493551838,0.087809474,-0.31543354,0.486298479,0.758384539,-0.444348136,0.146453813,-0.122354012,11,medium risk,0
12.22,36.03,-0.453617681,-0.180006834,-0.354637683,-0.39483525,0.687356231,-0.515145265,-0.345767356,0.240640857,13,medium risk,0
12.72,36.03,-0.493551838,-0.307494341,-0.331187381,-1.186914365,-0.121458903,-0.810133305,-0.793241145,0.401224582,15,low risk,0
13.22,36.03,-0.528679137,-0.284698176,-0.286774321,-1.377478172,1.022856368,-0.62724072,-0.614251629,0.340684796,14,medium risk,0
13.72,36.03,-0.421448495,-0.302402382,-0.252122659,-1.160025105,-0.14584956,-0.231956747,-0.16677784,0.252048936,11,medium risk,0
14.22,36.03,0.572871917,-0.14692629,-0.125869635,0.035543446,-0.212397245,1.838859289,1.57836994,-0.152973154,17,high risk,1
14.72,36.03,-0.417833977,-0.186866714,-0.008570894,0.709973048,-0.198202556,1.284281775,1.488875182,-0.806904409,2,high risk,1
15.22,36.03,-0.444663381,-0.11557038,0.023527149,0.56753178,1.498063706,1.242983449,1.444127803,-0.409487902,2,high risk,1
15.72,36.03,-0.493551838,-0.399927945,-0.087441524,-0.299370399,-0.342302868,0.127928661,-0.077283082,0.462371169,11,medium risk,0
16.22,36.03,-0.550125242,-0.407259578,-0.194939184,-0.273934556,-0.368143555,-0.668539046,-0.748493766,0.557448648,14,medium risk,0
16.72,36.03,-0.589138949,-0.406529841,-0.240274907,-0.268889006,-0.372381021,-0.839632108,-1.01697804,0.552338329,16,low risk,0
17.22,36.03,-0.615597358,-0.407772767,-0.301990794,-0.259645788,-0.372381021,-0.892729956,-1.061725419,0.530185887,16,low risk,0
17.72,36.03,-0.630922287,-0.409743232,-0.377346845,-0.255386794,-0.372381021,-0.869130912,-1.01697804,0.490282908,16,low risk,0
18.22,36.03,-0.642959512,-0.411608374,-0.390177849,-0.260678569,-0.372381021,-0.875030673,-1.01697804,0.460083229,16,low risk,0
18.72,36.03,-0.642959512,-0.410989283,-0.370725983,-0.267420588,-0.372381021,-0.863231152,-1.061725419,0.391266025,16,low risk,0
19.22,36.03,-0.630922287,-0.40695773,-0.342146928,-0.263187681,-0.372381021,-0.875030673,-1.01697804,0.27953372,16,low risk,0
19.72,36.03,-0.618346115,-0.405025343,-0.295845851,-0.254097591,-0.372381021,-0.875030673,-1.061725419,0.232540103,16,low risk,0
20.22,36.03,-0.590760015,-0.40421644,-0.239392614,-0.23956579,-0.372381021,-0.768834979,-0.927483282,0.195607028,15,low risk,0
20.72,36.03,-0.550125242,-0.402280697,-0.219914048,-0.185534717,-0.372381021,-0.709837371,-0.927483282,0.205899457,15,low risk,0
21.22,36.03,-0.493551838,-0.410951205,-0.217891853,-0.155565157,-0.372381021,-0.208357704,-0.122030461,0.378913275,11,medium risk,0
21.72,36.03,-0.421448495,-0.408522528,-0.211799002,-0.148978017,-0.372381021,-0.261455551,-0.256272598,0.381696342,11,medium risk,0
22.22,36.03,0.572871917,-0.396353678,-0.204496615,-0.161180301,-0.331128235,-0.149360096,-0.256272598,0.22379174,10,low risk,0
22.72,36.03,0.572871917,-0.355641272,-0.194170579,-0.164398344,-0.370826391,0.257723398,0.370190708,-0.116760343,7,medium risk,0
23.22,36.03,0.635539194,-0.270476224,-0.188047475,-0.286606145,-0.371895936,1.242983449,1.444127803,-0.501372473,2,high risk,1
23.72,36.03,-0.421448495,-0.300220809,-0.217873563,-0.497160148,-0.372275666,0.234124355,0.504432845,-0.347478239,7,medium risk,0
24.22,36.03,-0.453617681,-0.319106252,-0.285950878,-0.572159273,-0.370921007,-0.603641677,-0.390514734,-0.189886156,13,medium risk,0
24.72,36.03,-0.421448495,-0.299190496,-0.325799013,-0.488896735,-0.348294733,-0.633140481,-0.614251629,-0.301258444,14,medium risk,0
25.22,36.03,0.572871917,-0.310344078,-0.339110517,-0.187895511,-0.298685294,-0.355851724,-0.524756871,-0.351135274,10,low risk,0
25.72,36.03,-0.421448495,-0.264517724,-0.369370849,-0.317129826,-0.363811412,-0.751135697,-0.793241145,-0.264769609,15,low risk,0
26.22,36.03,-0.453617681,-0.239744728,-0.393729007,-0.282665558,0.582617692,-0.786534261,-0.882735903,-0.20835681,15,low risk,0
26.72,36.03,-0.421448495,-0.263166812,-0.391011101,-0.253826862,-0.039768837,-0.77473474,-0.793241145,-0.064793009,15,low risk,0
27.22,36.03,0.572871917,-0.330453235,-0.385281366,-0.269170139,-0.36967397,-0.515145265,-0.658999008,0.15522754,10,low risk,0
27.72,36.03,0.959934366,-0.205915581,-0.365665449,-0.126471119,0.008807033,-0.24965603,-0.614251629,-0.22820787,10,low risk,0
28.22,36.03,0.865319125,-0.352532394,-0.326888338,-0.357765158,-0.203541297,-0.485646461,-0.703746387,0.424354772,10,low risk,0
28.72,36.03,-0.394317842,-0.405882973,-0.238182207,-0.428586354,-0.320065634,-0.47384694,-0.56950425,1.106591446,13,medium risk,0
29.22,36.03,0.959934366,-0.363418619,-0.220774369,-0.410192022,-0.323558974,-0.267355312,-0.390514734,0.327082017,10,low risk,0
29.72,36.03,2.152086716,-0.337250152,-0.311167321,-0.480483668,-0.214693368,-0.290954355,-0.390514734,0.536868602,9,medium risk,0
30.22,36.03,1.324878959,-0.369148881,-0.283392782,-0.60060829,-0.002725463,-0.255555791,-0.345767356,0.645037165,10,low risk,0
30.72,36.03,-0.152277725,-0.376202508,-0.158078061,-0.660769259,-0.001254974,0.068931053,0.146453813,1.050653046,7,medium risk,0
31.22,36.03,-0.394317842,-0.391514147,-0.306706281,-0.789188741,-0.237242974,-0.656739524,-0.703746387,1.154931004,14,medium risk,0
31.72,36.03,-0.394317842,-0.391029083,-0.321630944,-0.794067539,-0.007496405,-0.491546222,-0.390514734,1.299250082,13,medium risk,0
32.22,36.03,1.066376551,-0.353396621,-0.321055708,-0.718251228,-0.336690877,0.145627943,-0.032535703,0.309300331,7,medium risk,0
32.72,36.03,5.047313825,0.083026772,-0.276683047,1.367700934,-0.218981123,-0.226056987,-0.793241145,-1.767891697,9,medium risk,0
33.22,36.03,3.392898338,-0.019810423,-0.149785408,0.09812511,-0.244202131,0.387518135,0.459685466,-0.479786678,9,medium risk,0
33.72,36.03,1.669548855,0.102696581,-0.011258462,0.194619453,0.066074896,0.658907131,0.459685466,-0.846398108,3,medium risk,0
34.22,36.03,0.635539194,-0.203995232,-0.159571179,-0.183609813,0.09196967,0.753303304,0.638674982,0.424628873,3,medium risk,0
34.72,36.03,-0.394317842,-0.185748555,-0.151641419,0.005840289,0.203885734,0.139728182,0.414938087,0.272086682,7,medium risk,0
35.22,36.03,-0.394317842,-0.088889535,0.50043222,0.747094964,1.849804537,0.617608806,0.951906635,-0.422646023,3,medium risk,0
35.72,36.03,0.780663351,-0.003928535,3.347683003,0.573970889,1.38719387,1.012892779,1.175643529,-0.939487017,2,high risk,1
-4.78,35.53,-0.398470496,-0.281040693,0.98690836,-1.758421357,-0.371696638,0.995193496,1.444127803,0.325544757,2,high risk,1
-4.28,35.53,-0.417833977,-0.347493328,0.68214518,-2.14946724,-0.372381021,0.57041072,1.13089615,0.488813069,3,medium risk,0
-3.78,35.53,-0.417833977,-0.330453235,0.647783292,-1.805175316,-0.372381021,0.818200673,1.309885666,0.331674206,2,high risk,1
-3.28,35.53,-0.417833977,-0.311795452,0.485718408,-1.511906044,-0.345308509,0.924396367,1.354633045,0.215084991,2,high risk,1
-2.78,35.53,0.572871917,-0.25063292,0.436920377,-1.210451474,-0.340641289,1.650066944,1.623117319,0.213235218,2,high risk,1
-2.28,35.53,-0.417833977,-0.285949436,0.530124868,-1.083239854,-0.372143951,1.414076512,1.667864698,0.411903574,2,high risk,1
-1.78,35.53,-0.398470496,-0.328855683,0.572849102,-0.900580858,-0.372381021,1.390477469,1.623117319,0.469977955,2,high risk,1
-1.28,35.53,0.635539194,-0.319614927,0.509462202,-0.502590813,-0.372381021,1.909656418,1.623117319,-0.196467269,17,high risk,1
11.22,35.53,0.572871917,2.382232974,-0.121669999,2.839025934,-0.362967484,0.257723398,0.414938087,-1.608190885,5,high risk,1
11.72,35.53,-0.421448495,0.764938359,-0.29536746,2.032445712,-0.30766867,-0.397150049,0.012211676,-1.05221488,6,medium risk,0
12.22,35.53,-0.528679137,0.363065054,-0.338767928,1.041903718,0.963305061,-0.491546222,0.101706434,-0.566094505,11,medium risk,0
12.72,35.53,-0.567672084,-0.033147895,-0.363343102,0.085712751,1.209300062,-0.757035457,-0.703746387,0.106490529,14,medium risk,0
13.22,35.53,-0.528679137,-0.304196113,-0.370348929,-0.933774152,0.249131075,-0.863231152,-0.748493766,0.431320182,15,low risk,0
13.72,35.53,-0.421448495,-0.271471583,-0.336102481,-1.038280934,0.953512447,-0.562343351,-0.435262113,0.351120586,13,medium risk,0
14.22,35.53,0.572871917,-0.242836014,-0.232406785,0.007165405,-0.200552113,1.183985842,1.086148771,0.025138504,2,high risk,1
14.72,35.53,0.572871917,0.23615775,-0.134714413,0.888822027,2.216073418,1.638267422,1.354633045,-0.71310318,17,high risk,1
15.22,35.53,-0.421448495,0.149826279,-0.094257963,0.837774508,-0.266874937,0.812300912,1.354633045,-0.352040412,2,high risk,1
15.72,35.53,-0.528679137,-0.354884799,-0.134953817,-0.25238941,-0.29062713,-0.037264641,-0.122030461,0.384367695,11,medium risk,0
16.22,35.53,-0.58318309,-0.408441857,-0.237710434,-0.27952718,-0.30038387,-0.515145265,-0.614251629,0.598654484,14,medium risk,0
16.72,35.53,-0.611539147,-0.41038304,-0.321127247,-0.252329218,-0.372381021,-0.880930434,-1.01697804,0.623440187,16,low risk,0
17.22,35.53,-0.630045583,-0.411387659,-0.40538044,-0.249820738,-0.372381021,-0.886830195,-1.01697804,0.605778188,16,low risk,0
17.72,35.53,-0.644327189,-0.412174109,-0.442755603,-0.253455747,-0.372381021,-0.85143163,-0.972230661,0.55660168,16,low risk,0
18.22,35.53,-0.655406238,-0.412397023,-0.437528907,-0.260282048,-0.372381021,-0.857331391,-0.972230661,0.521959398,16,low risk,0
18.72,35.53,-0.655406238,-0.411328169,-0.424102945,-0.269184495,-0.372381021,-0.875030673,-1.061725419,0.4751516,16,low risk,0
19.22,35.53,-0.644997086,-0.40724025,-0.391395304,-0.278772338,-0.372381021,-0.951727563,-1.061725419,0.368133606,16,low risk,0
19.72,35.53,-0.630045583,-0.403868527,-0.321170188,-0.270879312,-0.372381021,-0.981226367,-1.061725419,0.287936014,16,low risk,0
20.22,35.53,-0.611539147,-0.403597234,-0.230278506,-0.26011468,-0.372381021,-0.863231152,-1.01697804,0.224484477,16,low risk,0
20.72,35.53,-0.589138949,-0.401659292,-0.206593512,-0.21816989,-0.372381021,-0.804233544,-1.01697804,0.131951522,15,low risk,0
21.22,35.53,-0.551403485,-0.406918378,-0.217454681,-0.159809373,-0.372381021,-0.62724072,-0.703746387,0.236311851,14,medium risk,0
21.72,35.53,-0.495685071,-0.410135126,-0.235443491,-0.143741083,-0.372381021,-0.414849332,-0.345767356,0.299374597,13,medium risk,0
22.22,35.53,-0.456484246,-0.411283377,-0.251001794,-0.138656967,-0.366154332,-0.231956747,-0.301019977,0.286131144,11,medium risk,0
22.72,35.53,-0.456484246,-0.401030942,-0.250595029,-0.169951415,-0.369915125,-0.521045026,-0.793241145,0.153557167,14,medium risk,0
23.22,35.53,-0.421448495,-0.338347594,-0.232779552,-0.228335609,-0.302935807,-0.255555791,-0.256272598,-0.241327766,11,medium risk,0
24.22,35.53,0.635539194,-0.282567296,-0.369213143,-0.250520344,-0.026591628,-0.090362489,0.056959055,-0.245192557,7,medium risk,0
24.72,35.53,-0.421448495,-0.329500236,-0.398460108,-0.381153565,-0.362019506,-0.85143163,-0.837988524,0.054118805,15,low risk,0
25.22,35.53,-0.456484246,-0.346813127,-0.407207688,-0.313649904,-0.05030958,-0.85143163,-0.793241145,0.050011192,15,low risk,0
25.72,35.53,-0.456484246,-0.321362246,-0.412693827,-0.303712483,-0.157245481,-0.827832587,-0.882735903,0.04489369,15,low risk,0
26.22,35.53,-0.456484246,-0.364587009,-0.412752323,-0.330945581,-0.368516037,-0.839632108,-0.882735903,0.09263319,15,low risk,0
26.72,35.53,-0.421448495,-0.352666536,-0.410727344,-0.31582186,-0.364903089,-0.839632108,-0.927483282,0.158450573,15,low risk,0
27.22,35.53,0.572871917,-0.343747073,-0.413641114,-0.3040993,-0.362032839,-0.532844548,-0.658999008,0.199990851,10,low risk,0
27.72,35.53,0.572871917,-0.312367089,-0.406697141,-0.300921048,0.232466957,-0.462047418,-0.56950425,0.337443197,10,low risk,0
28.22,35.53,-0.421448495,-0.399448899,-0.401294547,-0.392163417,-0.371576193,-0.833732348,-0.972230661,0.800742736,16,low risk,0
28.72,35.53,-0.495685071,-0.411797029,-0.394693722,-0.337121256,-0.371545342,-0.621340959,-0.748493766,0.81809041,14,medium risk,0
29.22,35.53,-0.444663381,-0.403996882,-0.378369792,-0.435449875,-0.331940373,-0.780634501,-0.927483282,0.72344309,15,low risk,0
29.72,35.53,-0.417833977,-0.393091098,-0.3701864,-0.496652397,-0.324565224,-0.939928042,-1.01697804,0.84268719,16,low risk,0
30.22,35.53,-0.417833977,-0.387952612,-0.380588745,-0.553686637,-0.322606811,-0.916328999,-1.01697804,0.918311604,16,low risk,0
30.72,35.53,-0.444663381,-0.386241288,-0.39362597,-0.708930963,-0.345405269,-0.951727563,-1.061725419,0.972718399,16,low risk,0
31.22,35.53,-0.501871476,-0.395204154,-0.397661835,-0.82715549,-0.361596654,-0.892729956,-0.972230661,1.047569905,16,low risk,0
31.72,35.53,-0.495685071,-0.395006702,-0.391382557,-0.857441644,-0.364538959,-0.833732348,-0.972230661,1.15672,16,low risk,0
32.22,35.53,-0.444663381,-0.389918447,-0.379520781,-0.814884426,-0.37223383,-0.656739524,-0.658999008,1.232698952,14,medium risk,0
32.72,35.53,-0.417833977,-0.356076453,-0.364325501,-0.64990651,-0.272310355,-0.692138089,-0.703746387,1.08011323,14,medium risk,0
33.22,35.53,-0.417833977,-0.322459225,-0.323013908,-0.650452443,-0.367672599,-0.408949571,-0.256272598,1.246153456,11,medium risk,0
33.72,35.53,-0.417833977,-0.315827468,-0.340633197,-0.873844853,-0.367929393,-0.521045026,-0.16677784,1.213645011,11,medium risk,0
34.72,35.53,0.572871917,-0.24616121,-0.408795925,-1.096112202,-0.319807227,0.151527704,0.235948571,1.049107076,7,medium risk,0
35.22,35.53,-0.31737171,-0.344151351,-0.316238681,-1.112855211,-0.352360118,-0.108061771,0.191201192,1.349678045,7,medium risk,0
35.72,35.53,1.066376551,-0.304677242,0.67108692,-0.828274472,-0.335310247,1.508472685,1.444127803,0.431154819,2,high risk,1
11.22,35.03,0.704473162,4.820204338,0.023593359,2.356440605,-0.372381021,0.175126747,0.101706434,-2.3377397,5,high risk,1
11.72,35.03,-0.424983567,4.381797286,-0.224478039,2.790505886,-0.371735432,-0.538744308,-0.301019977,-2.269797525,6,medium risk,0
12.22,35.03,-0.530256051,2.687412882,-0.309377936,2.907036208,-0.291121036,-0.680338567,-0.345767356,-2.061439664,6,medium risk,0
12.72,35.03,-0.584061994,1.521004929,-0.36794497,2.320183869,0.38536664,-0.633140481,-0.301019977,-1.470963519,6,medium risk,0
13.22,35.03,-0.552664935,0.113096122,-0.405577216,0.713606745,-0.264212152,-0.733436414,-0.435262113,-0.256273348,13,medium risk,0
13.72,35.03,-0.495685071,-0.21810538,-0.396877958,-0.237234752,-0.104672891,-0.739336175,-0.480009492,0.399191683,14,medium risk,0
14.22,35.03,-0.456484246,-0.252487067,-0.364892583,-0.27864204,-0.09583587,-0.650839763,-0.390514734,0.377709632,13,medium risk,0
14.72,35.03,-0.456484246,-0.213295247,-0.296315781,0.306297515,-0.257976356,-0.308653638,0.191201192,0.269274443,11,medium risk,0
15.22,35.03,-0.495685071,-0.14692629,-0.24353964,0.628948076,-0.372263415,-0.125761053,0.504432845,0.188319025,7,medium risk,0
15.72,35.03,-0.552664935,-0.175223784,-0.219963939,0.020996347,-0.372381021,-0.279154834,0.012211676,0.343806211,11,medium risk,0
16.22,35.03,-0.592347323,-0.367934889,-0.290380896,-0.313607416,-0.372381021,-0.786534261,-0.972230661,0.536116532,15,low risk,0
16.72,35.03,-0.619939243,-0.395096632,-0.382774239,-0.325672516,-0.372372364,-0.869130912,-1.01697804,0.578633118,16,low risk,0
17.22,35.03,-0.638995541,-0.407707143,-0.438449659,-0.265287985,-0.372381021,-0.898629716,-0.972230661,0.637519884,16,low risk,0
17.72,35.03,-0.653504885,-0.405459366,-0.447794817,-0.25225587,-0.372381021,-0.904529477,-0.927483282,0.57635539,16,low risk,0
18.22,35.03,-0.663161741,-0.409459439,-0.438467399,-0.258585486,-0.372381021,-0.898629716,-0.927483282,0.534679115,16,low risk,0
18.72,35.03,-0.662493407,-0.410981645,-0.424832371,-0.27502838,-0.372381021,-0.904529477,-1.01697804,0.476707208,16,low risk,0
19.22,35.03,-0.654056483,-0.407940358,-0.389882618,-0.291093029,-0.372381021,-0.957627324,-1.061725419,0.394382558,16,low risk,0
19.72,35.03,-0.643648055,-0.403644687,-0.331652337,-0.28672772,-0.372381021,-0.993025889,-1.061725419,0.351750826,16,low risk,0
20.22,35.03,-0.630485629,-0.40159332,-0.259539891,-0.273910145,-0.372381021,-0.845531869,-0.882735903,0.280774048,15,low risk,0
20.72,35.03,-0.612134637,-0.401003744,-0.217183156,-0.250678162,-0.372381021,-0.810133305,-1.01697804,0.15259585,15,low risk,0
21.22,35.03,-0.589953781,-0.402968884,-0.212228435,-0.207127488,-0.372381021,-0.721636893,-0.882735903,0.172790016,15,low risk,0
21.72,35.03,-0.567672084,-0.406255538,-0.234338761,-0.175994003,-0.372381021,-0.792434022,-0.882735903,0.169529742,15,low risk,0
22.22,35.03,-0.558731015,-0.407584575,-0.270939409,-0.159266088,-0.372358684,-0.762935218,-0.882735903,0.172677717,15,low risk,0
22.72,35.03,-0.530256051,-0.408954467,-0.286624223,-0.167835754,-0.372266661,-0.69803785,-0.837988524,0.140023252,15,low risk,0
23.22,35.03,-0.424983567,-0.402382317,-0.294309112,-0.209839584,-0.3716381,-0.674438806,-0.748493766,0.129737037,14,medium risk,0
23.72,35.03,1.187011023,-0.363981807,-0.298336916,0.227202851,-0.372381021,-0.40304981,-0.56950425,0.160473608,10,low risk,0
24.22,35.03,1.483957386,-0.302732008,-0.300816045,-0.014681066,-0.262375347,-0.007765837,0.146453813,-0.381781485,7,medium risk,0
24.72,35.03,3.392898338,0.04358426,-0.344701572,-0.271293567,0.107922881,-0.24965603,-0.748493766,-0.995731361,9,medium risk,0
26.72,35.03,-0.424983567,-0.340038317,-0.398240576,-0.242894007,-0.370706436,-0.821932826,-0.882735903,0.042722459,15,low risk,0
27.22,35.03,-0.456484246,-0.358886608,-0.395696609,-0.291662424,-0.369536252,-0.863231152,-0.927483282,0.264601089,15,low risk,0
27.72,35.03,-0.456484246,-0.361407645,-0.378302778,-0.310730469,-0.371668073,-1.004825411,-1.061725419,0.414185215,16,low risk,0
28.22,35.03,-0.495685071,-0.389784421,-0.385550533,-0.392487791,-0.372184562,-0.892729956,-1.01697804,0.319025572,16,low risk,0
28.72,35.03,-0.552664935,-0.404546645,-0.408111495,-0.410314448,-0.372381021,-0.916328999,-1.01697804,0.345162547,16,low risk,0
29.22,35.03,-0.550125242,-0.401751073,-0.416627586,-0.462915119,-0.372274604,-0.957627324,-1.061725419,0.423233839,16,low risk,0
29.72,35.03,-0.542082967,-0.393880094,-0.420160991,-0.507586905,-0.372178885,-0.981226367,-1.061725419,0.604422898,16,low risk,0
30.22,35.03,-0.542082967,-0.388024602,-0.421656122,-0.564678659,-0.369943567,-0.957627324,-1.01697804,0.753249759,16,low risk,0
30.72,35.03,-0.550125242,-0.388756886,-0.419317026,-0.665214958,-0.371559941,-0.981226367,-1.061725419,0.866983667,16,low risk,0
31.22,35.03,-0.530256051,-0.391784168,-0.416743142,-0.755148495,-0.371219515,-0.922228759,-0.972230661,1.015435834,16,low risk,0
31.72,35.03,-0.424983567,-0.392476637,-0.418159896,-0.769153505,-0.353566441,-0.821932826,-0.972230661,1.114218708,16,low risk,0
32.22,35.03,0.572871917,-0.372918168,-0.415761904,-0.72970977,-0.330879383,-0.344052202,-0.390514734,0.777174065,10,low risk,0
34.22,35.03,0.635539194,-0.217676565,-0.406287229,-0.616981461,-0.309381967,0.009933445,-0.211525219,0.517235692,10,low risk,0
34.72,35.03,-0.424983567,-0.321362246,-0.416639801,-0.755497741,-0.308786197,-0.656739524,-0.56950425,1.234453311,14,medium risk,0
35.22,35.03,-0.31737171,-0.345657121,-0.395149913,-0.809989139,-0.365949256,-0.355851724,-0.256272598,1.261290329,11,medium risk,0
35.72,35.03,0.635539194,-0.306568309,-0.255055123,-0.850428897,-0.372381021,0.717904739,0.638674982,0.016816072,3,medium risk,0
10.72,34.53,1.888884255,6.36752367,0.164427496,1.888610428,-0.372381021,0.287222202,0.414938087,-2.865689332,5,high risk,1
11.22,34.53,0.572871917,5.989290156,0.002801884,1.99146786,-0.372381021,0.192826029,0.146453813,-2.833883029,5,high risk,1
11.72,34.53,-0.424983567,4.820204338,-0.216853684,2.43057524,-0.372381021,-0.503345744,-0.480009492,-2.638463137,6,medium risk,0
12.22,34.53,-0.531809949,2.45280582,-0.332864237,2.865030876,-0.370849177,-0.733436414,-0.524756871,-2.239509704,6,medium risk,0
12.72,34.53,-0.584931257,0.84531295,-0.403949731,2.267136242,-0.264561969,-0.668539046,-0.256272598,-0.965551406,6,medium risk,0
13.22,34.53,-0.589953781,0.171696875,-0.438620206,0.657658782,-0.225685242,-0.768834979,-0.524756871,-0.219297407,14,medium risk,0
13.72,34.53,-0.568729132,-0.095190277,-0.44223102,0.099959011,-0.362606538,-0.857331391,-0.703746387,0.438829613,14,medium risk,0
14.22,34.53,-0.558731015,-0.14467238,-0.44056404,0.062175497,-0.372381021,-0.886830195,-0.658999008,0.390338312,14,medium risk,0
14.72,34.53,-0.558731015,-0.156309175,-0.430540718,0.187412561,-0.372381021,-0.875030673,-0.658999008,0.323283388,14,medium risk,0
15.22,34.53,-0.568729132,0.020432196,-0.400665883,0.578157576,-0.372381021,-0.857331391,-0.614251629,-0.149056378,14,medium risk,0
15.72,34.53,-0.589953781,-0.084559837,-0.3637672,0.46426145,-0.372381021,-0.886830195,-0.614251629,0.186401235,14,medium risk,0
16.22,34.53,-0.612724742,-0.304517174,-0.355929686,-0.185621443,-0.372381021,-0.993025889,-1.061725419,0.514509166,16,low risk,0
16.72,34.53,-0.631355558,-0.383327778,-0.397293772,-0.386407352,-0.372381021,-0.99892565,-1.01697804,0.628997036,16,low risk,0
17.22,34.53,-0.646310043,-0.396673929,-0.440544438,-0.349576506,-0.372381021,-0.987126128,-1.01697804,0.645927811,16,low risk,0
17.72,34.53,-0.657986667,-0.403961929,-0.447038939,-0.293279044,-0.372381021,-0.922228759,-0.927483282,0.635118067,16,low risk,0
18.22,34.53,-0.657735449,-0.408761993,-0.439727751,-0.270323456,-0.372381021,-0.969426846,-0.972230661,0.588843479,16,low risk,0
18.72,34.53,-0.650046275,-0.409093008,-0.418161723,-0.278927387,-0.372381021,-0.922228759,-1.061725419,0.529652255,16,low risk,0
19.22,34.53,-0.64261168,-0.409204696,-0.387701297,-0.295172549,-0.372381021,-0.910429238,-1.061725419,0.495722226,16,low risk,0
19.72,34.53,-0.63590975,-0.403821653,-0.343580423,-0.302599323,-0.372381021,-0.99892565,-1.061725419,0.490543853,16,low risk,0
20.22,34.53,-0.631355558,-0.400507916,-0.28752148,-0.280236733,-0.372381021,-0.939928042,-0.972230661,0.394000832,16,low risk,0
20.72,34.53,-0.629602064,-0.398363379,-0.256985758,-0.265209244,-0.372381021,-0.898629716,-0.972230661,0.230064356,16,low risk,0
21.22,34.53,-0.620461281,-0.395132511,-0.258165391,-0.252778122,-0.372381021,-0.833732348,-0.927483282,0.179072834,15,low risk,0
21.72,34.53,-0.610938243,-0.398130048,-0.273196538,-0.229969005,-0.372381021,-0.869130912,-0.972230661,0.183692795,15,low risk,0
22.22,34.53,-0.593128629,-0.401327583,-0.31298057,-0.224921259,-0.372381021,-0.916328999,-1.01697804,0.143364545,16,low risk,0
22.72,34.53,-0.552664935,-0.400976545,-0.3084699,-0.230782974,-0.372368771,-0.934028281,-1.061725419,0.140397751,16,low risk,0
23.22,34.53,-0.497782171,-0.400605368,-0.339153605,-0.247262796,-0.369488454,-0.939928042,-0.972230661,0.161399866,16,low risk,0
23.72,34.53,-0.456484246,-0.392636705,-0.37485719,-0.250001956,-0.365040971,-0.869130912,-0.882735903,0.230729428,15,low risk,0
24.22,34.53,-0.424983567,-0.372559145,-0.354000781,-0.284221077,-0.150502814,-0.798333783,-0.972230661,0.255258905,15,low risk,0
24.72,34.53,0.572871917,-0.38309954,-0.338073995,-0.310117745,-0.319686823,-0.615441199,-0.748493766,0.442850268,10,low risk,0
25.22,34.53,0.515654007,-0.360194927,-0.360545236,-0.23078967,-0.31754365,-0.568243112,-0.703746387,0.603053665,10,low risk,0
25.72,34.53,-0.424983567,-0.328747583,-0.378185752,-0.196156348,-0.130560151,-0.92812852,-0.972230661,0.3526931,16,low risk,0
26.22,34.53,-0.456484246,-0.391784168,-0.389863545,-0.290355571,-0.316426103,-0.821932826,-1.01697804,0.538466642,16,low risk,0
26.72,34.53,-0.497782171,-0.395293273,-0.394037546,-0.314631508,-0.368508421,-0.892729956,-1.01697804,0.420621038,16,low risk,0
27.22,34.53,-0.552664935,-0.386496146,-0.371514787,-0.319590108,-0.370903836,-0.969426846,-1.01697804,0.307222756,16,low risk,0
27.72,34.53,-0.558731015,-0.394988647,-0.351443237,-0.345046493,-0.371791825,-0.939928042,-1.01697804,0.210091522,16,low risk,0
28.22,34.53,-0.568729132,-0.396370692,-0.368533966,-0.386986252,-0.37194455,-0.981226367,-1.061725419,0.322162889,16,low risk,0
28.72,34.53,-0.589953781,-0.395523479,-0.402124189,-0.421414933,-0.372381021,-0.987126128,-1.061725419,0.437346414,16,low risk,0
29.22,34.53,-0.601217489,-0.395006702,-0.420240347,-0.459771109,-0.372381021,-0.99892565,-1.061725419,0.525070694,16,low risk,0
29.72,34.53,-0.598379037,-0.394422565,-0.426559617,-0.483908365,-0.37226856,-0.987126128,-1.061725419,0.628221751,16,low risk,0
30.22,34.53,-0.598379037,-0.393498501,-0.428434722,-0.520952356,-0.371841706,-0.987126128,-1.061725419,0.751597614,16,low risk,0
30.72,34.53,-0.584931257,-0.393728128,-0.425792115,-0.606031748,-0.371870781,-0.975326607,-1.01697804,0.834183034,16,low risk,0
31.22,34.53,-0.531809949,-0.391804885,-0.42339006,-0.670735862,-0.370310188,-0.951727563,-1.01697804,0.906071167,16,low risk,0
31.72,34.53,-0.424983567,-0.389559655,-0.424359097,-0.693153876,-0.339514309,-0.845531869,-0.972230661,1.081631034,16,low risk,0
32.22,34.53,0.635539194,-0.372957751,-0.419781616,-0.643773391,-0.038086289,-0.40304981,-0.480009492,0.455936978,10,low risk,0
