"longitude","latitude","environment.2019_land_distance","environment.2019_mean_depth","environment.2019_net_primary_production","environment.2019_sea.bottom_dissolved_oxygen","fishing.activity.2019_total_fishing","species.richness.2019","stocks.richness.2019","thermohalinity_2019","distance_class","distance_class_interpretation"
26.72,40.53,4.082238132,9.204275779,0.769418922,2.357474062,-0.417642364,-1.389177102,-1.561898065,10.51946518,1,"high risk"
27.22,40.53,2.152086716,1.663672942,0.681892348,2.657085201,0.445994571,-0.714033758,-0.739131646,2.328227642,1,"high risk"
27.72,40.53,0.704473162,-0.129553678,1.350667006,-3.285922646,0.648334849,-0.528817442,-0.448743498,3.012113574,4,"medium risk"
28.22,40.53,-0.381237004,-0.164453415,1.062936248,-5.260527175,0.311972251,-0.887300633,-0.835927695,3.84787112,4,"medium risk"
28.72,40.53,0.704473162,-0.14542758,1.866273892,-6.820188505,0.420936948,-0.845477594,-0.932723744,4.259246671,4,"medium risk"
0.22,40.03,1.888884255,2.382232974,0.778932799,2.226134839,2.159075618,1.07240748,1.051595267,-1.747389238,1,"high risk"
0.72,40.03,-0.152277725,1.339926105,0.841981072,1.791619165,8.694774823,0.964862522,1.196789341,-0.922824061,1,"high risk"
1.22,40.03,-0.381237004,-0.221477797,0.354439188,0.40328973,0.394062276,1.544410349,1.39038144,-0.429521446,3,"high risk"
1.72,40.03,-0.48692559,-0.367980606,0.205088117,-0.162082876,-0.263451142,0.002932625,0.228828848,-0.068421051,4,"medium risk"
2.22,40.03,-0.447709044,-0.3730765,0.073953035,-0.159150298,-0.346994328,-0.427247204,-0.593937572,0.045513431,4,"medium risk"
2.72,40.03,-0.447709044,-0.372277319,0.012060555,-0.15739696,-0.411051679,-0.050839853,0.228828848,0.091144788,4,"medium risk"
3.22,40.03,-0.402525435,-0.355703772,-0.023666448,-0.138321511,-0.308727316,0.719899008,1.148391316,0.07824044,3,"high risk"
3.72,40.03,0.704473162,-0.324360246,-0.009824173,0.075116717,-0.144037014,1.544410349,1.196789341,-0.02185078,3,"high risk"
4.22,40.03,0.704473162,-0.357475396,-0.011096867,0.106726946,-0.412677656,1.120205239,1.051595267,0.034076933,3,"high risk"
4.72,40.03,-0.402525435,-0.395558664,0.025961002,-0.156178562,-0.417634221,-0.510893282,-0.690733621,0.145644463,4,"medium risk"
5.22,40.03,-0.515169747,-0.39962436,0.022142504,-0.163176382,-0.411574337,-0.702084318,-0.690733621,0.268418566,4,"medium risk"
5.72,40.03,-0.572832914,-0.399956648,0.031135616,-0.169601313,-0.41712044,-0.875351194,-0.981121769,0.353767173,4,"medium risk"
6.22,40.03,-0.60657308,-0.400127943,0.022654857,-0.162643939,-0.416398124,-0.917174233,-1.029519794,0.316070803,4,"medium risk"
6.72,40.03,-0.572832914,-0.400716015,-0.009558134,-0.131616961,-0.417505207,-0.863401754,-0.932723744,0.210499808,4,"medium risk"
7.22,40.03,-0.515169747,-0.400325857,0.018379139,-0.100974156,-0.402546826,-0.749882077,-0.690733621,0.149754475,4,"medium risk"
7.72,40.03,-0.402525435,-0.375328675,0.158089017,-0.214462165,-0.200107558,0.528707973,0.858003168,-0.111821037,3,"high risk"
8.22,40.03,0.704473162,0.138016106,0.397802123,0.718418992,-0.240855371,2.022387937,1.438779464,-1.005188343,3,"high risk"
9.72,40.03,1.483957386,-0.249059674,0.146552994,0.013203496,0.269129118,1.741576104,1.245187366,-0.802324135,3,"high risk"
10.22,40.03,-0.290761157,-0.364536894,0.005283467,-0.343160283,-0.365257767,0.570531012,0.906401193,-0.130709182,3,"high risk"
10.72,40.03,-0.470005767,-0.391969466,-0.111526799,-0.319435463,-0.417642364,-0.463095524,-0.351947448,0.006725262,4,"medium risk"
11.22,40.03,-0.54882986,-0.400170419,-0.159371442,-0.353529703,-0.417494845,-0.887300633,-0.981121769,0.048275237,4,"medium risk"
11.72,40.03,-0.584061994,-0.400990086,-0.177067156,-0.272727286,-0.417477362,-0.540766882,-0.497141522,0.082766306,4,"medium risk"
12.22,40.03,-0.563312625,-0.406660279,-0.218903283,-0.251605131,-0.417431939,-0.815603995,-0.981121769,0.220147267,4,"medium risk"
12.72,40.03,-0.542082967,-0.408069408,-0.277727105,-0.360047897,-0.408651131,-0.881325914,-1.029519794,0.255653345,4,"medium risk"
13.22,40.03,-0.484637984,-0.399522162,-0.310617077,-0.43481756,-0.41129292,-0.60051408,-0.78752967,0.254630025,4,"medium risk"
13.72,40.03,-0.447709044,-0.371334737,-0.344995717,-0.38358181,-0.412027007,-0.259955048,-0.109957325,0.185098684,4,"medium risk"
14.22,40.03,-0.381237004,-0.334983163,-0.24834971,-0.43464558,-0.375552113,0.379339976,0.761207119,0.070570383,3,"high risk"
14.72,40.03,0.635539194,-0.192845121,-0.061226018,0.076471807,1.351910049,1.837171622,1.39038144,-0.469108659,3,"high risk"
15.22,40.03,4.082238132,0.296512883,-0.340611624,0.199843605,-0.125205687,0.522733253,0.228828848,-1.144838315,3,"high risk"
16.72,40.03,1.888884255,0.011426043,-0.10359917,1.061485025,0.173085177,1.634031146,1.29358539,-1.253589773,3,"high risk"
17.22,40.03,0.780663351,-0.304517174,-0.23738399,0.50805542,-0.416617657,1.365168753,1.051595267,-0.822206133,3,"high risk"
17.72,40.03,1.324878959,-0.037407802,-0.324062812,1.341886001,-0.188925605,1.317370994,0.954799218,-1.551095611,3,"high risk"
18.72,40.03,-0.402525435,-0.199557433,-0.428622713,1.200486104,0.382718331,0.534682693,0.954799218,-0.603919076,3,"high risk"
19.22,40.03,0.635539194,-0.286362047,-0.408585958,0.716400935,-0.122185576,1.036559161,1.196789341,-0.669092444,3,"high risk"
19.72,40.03,4.082238132,-0.000607275,0.059602621,1.265738013,-0.373012922,0.851342845,0.56761502,-1.15053053,3,"high risk"
22.72,40.03,0.959934366,1.874108391,1.527574732,2.099079918,6.361072707,1.102281079,1.245187366,-0.975962066,1,"high risk"
23.22,40.03,1.483957386,1.456687339,1.030182925,2.019039424,2.105201448,1.203851317,1.29358539,-0.607343757,1,"high risk"
23.72,40.03,1.324878959,0.68300302,0.344828865,1.862507545,0.193904826,1.532460909,1.438779464,0.013528166,3,"high risk"
24.22,40.03,0.780663351,-0.103248407,0.0859026,1.331405068,0.049900335,1.753525544,1.245187366,0.416576801,3,"high risk"
24.72,40.03,-0.402525435,-0.267418618,0.129895186,1.183882974,-0.343042093,0.881216444,1.148391316,0.430464843,3,"high risk"
25.22,40.03,0.635539194,-0.182909696,0.2192798,1.459052637,0.486082374,1.741576104,1.245187366,0.312784973,3,"high risk"
25.72,40.03,0.780663351,-0.052293752,0.639476198,1.573254688,2.105816805,1.634031146,1.341983415,0.593939017,3,"high risk"
26.22,40.03,1.066376551,0.456523995,1.58611159,1.393548777,0.797553356,0.558581572,0.616013045,1.102197802,3,"high risk"
-0.28,39.53,3.392898338,3.066575784,1.476334005,1.927267007,0.377752909,0.970837242,0.954799218,-2.065656196,1,"high risk"
0.22,39.53,-0.152277725,0.16212846,0.676687926,1.25727219,1.503726755,2.046286817,1.487177489,-0.696735384,3,"high risk"
0.72,39.53,-0.381237004,-0.234003703,0.171589552,0.364703732,-0.165608251,1.406991792,1.39038144,-0.303707217,3,"high risk"
1.22,39.53,-0.447709044,-0.35589046,0.201315416,-0.159907153,-0.336906934,0.433112455,0.954799218,-0.075050072,3,"high risk"
1.72,39.53,-0.406486077,-0.360640177,0.171387113,-0.167127138,-0.267474714,0.098528143,0.470818971,-0.022353212,3,"high risk"
2.22,39.53,0.635539194,-0.264785429,0.098673768,0.2273851,0.333603557,1.8909441,1.341983415,-0.101222517,3,"high risk"
3.72,39.53,0.635539194,-0.15348652,-0.010297775,0.450503043,0.480734173,2.040312097,1.29358539,-0.292403735,3,"high risk"
4.22,39.53,0.780663351,-0.284487646,-0.021513454,-0.024700105,-0.139063546,1.873019941,1.341983415,-0.025740496,3,"high risk"
4.72,39.53,-0.406486077,-0.382550008,-0.012013718,-0.230918816,-0.281682008,0.271795019,0.083634774,0.288997049,4,"medium risk"
5.22,39.53,-0.516950774,-0.399345775,-0.062395407,-0.203590294,-0.417642364,-0.755856797,-0.739131646,0.420400993,4,"medium risk"
5.72,39.53,-0.573828872,-0.400099471,-0.098316681,-0.208978273,-0.417642364,-0.929123672,-1.029519794,0.489323437,4,"medium risk"
6.22,39.53,-0.607849412,-0.400311737,-0.075622589,-0.200574891,-0.417642364,-0.976921431,-1.223111893,0.44434315,4,"medium risk"
6.72,39.53,-0.573828872,-0.400716015,-0.072493259,-0.180351871,-0.417186279,-0.911199513,-1.077917818,0.35367736,4,"medium risk"
7.22,39.53,-0.516950774,-0.399870538,-0.071678506,-0.177979437,-0.410664577,-0.731957917,-0.642335596,0.338536326,4,"medium risk"
7.72,39.53,-0.406486077,-0.378017766,0.101310413,-0.252387516,-0.330228605,0.140351182,0.277226872,0.109047455,4,"medium risk"
8.22,39.53,0.635539194,-0.082354768,0.321011116,0.691212662,0.034238356,1.843146341,1.341983415,-1.03039867,3,"high risk"
9.72,39.53,1.324878959,-0.272699464,0.033539471,-0.511824578,-0.186155457,1.687803625,1.245187366,-0.598791951,3,"high risk"
10.22,39.53,-0.290761157,-0.377608048,-0.134062657,-0.386705877,-0.41595105,-0.18825841,-0.109957325,0.01311401,4,"medium risk"
10.72,39.53,-0.472558431,-0.396790711,-0.178425132,-0.423241216,-0.417256131,-0.427247204,-0.351947448,0.071871053,4,"medium risk"
11.22,39.53,-0.550125242,-0.400507916,-0.18625717,-0.458601292,-0.416683979,-0.929123672,-1.126315843,0.088669829,4,"medium risk"
11.72,39.53,-0.592347323,-0.404848609,-0.211013982,-0.365498762,-0.416783161,-0.737932637,-0.739131646,0.112513144,4,"medium risk"
12.22,39.53,-0.60657308,-0.407441984,-0.257299042,-0.334108814,-0.416843307,-1.012769751,-1.465102016,0.177612592,4,"medium risk"
12.72,39.53,-0.584931257,-0.406459124,-0.272201611,-0.429149296,-0.417480816,-0.170334251,-0.0615593,0.242991225,4,"medium risk"
13.22,39.53,-0.564422655,-0.406680302,-0.29526228,-0.524580681,-0.411290277,-0.917174233,-1.174713868,0.312756593,4,"medium risk"
13.72,39.53,-0.543469549,-0.399419501,-0.359512062,-0.558338103,-0.415627992,-0.869376474,-1.029519794,0.335222178,4,"medium risk"
14.22,39.53,-0.48692559,-0.394162267,-0.382878466,-0.486659658,-0.414199203,-0.403348325,-0.448743498,0.29221376,4,"medium risk"
14.72,39.53,-0.447709044,-0.361732179,-0.376513927,-0.44008236,-0.232188121,-0.146435371,0.035236749,0.220481241,4,"medium risk"
15.22,39.53,-0.290761157,-0.32011932,-0.384244371,-0.308969814,-0.042394079,0.558581572,0.761207119,0.134285968,3,"high risk"
15.72,39.53,1.066376551,-0.182909696,-0.390245733,-0.010816044,0.03475754,1.347244593,1.148391316,-0.230700726,3,"high risk"
17.22,39.53,0.635539194,-0.316497368,-0.452127125,0.169880176,-0.293238367,0.63027821,0.809605144,-0.344640228,3,"high risk"
17.72,39.53,-0.385704947,-0.345735014,-0.433821007,0.236222318,-0.361774681,0.014882065,0.422420946,-0.409372559,3,"high risk"
18.22,39.53,0.865319125,-0.162461423,-0.388213546,1.062838866,0.040000345,1.120205239,1.051595267,-0.943006941,3,"high risk"
18.72,39.53,-0.406486077,-0.231765301,-0.440372453,0.782378449,0.699019217,0.486884934,1.003197242,-0.41984318,3,"high risk"
19.22,39.53,-0.381237004,-0.323654582,-0.44700842,0.578789182,-0.379366457,0.265820299,0.761207119,-0.402596735,3,"high risk"
19.72,39.53,0.865319125,-0.025844501,-0.256247433,0.945808657,0.132734616,1.49063787,1.148391316,-1.016420074,3,"high risk"
23.22,39.53,0.635539194,0.087809474,0.236852957,1.63620416,0.64106594,1.789373863,1.341983415,0.100648922,3,"high risk"
23.72,39.53,0.635539194,-0.258986649,0.044255969,0.785023874,-0.096411716,1.598182827,1.341983415,0.325629632,3,"high risk"
24.22,39.53,-0.406486077,-0.301738385,-0.014909676,0.724150122,-0.342523372,0.940963643,1.003197242,0.326997232,3,"high risk"
24.72,39.53,-0.406486077,-0.116481134,-0.011655422,1.603619568,0.495607805,1.06643276,1.099993292,-0.06190976,3,"high risk"
25.22,39.53,0.704473162,0.81735654,0.046090338,2.004997691,0.16731792,1.395042352,1.39038144,-0.508949436,3,"high risk"
25.72,39.53,-0.406486077,0.442826227,0.400301264,2.093907472,2.902332244,0.761722047,0.858003168,-0.613652397,1,"high risk"
26.72,39.53,6.494927379,0.449622449,-0.906304412,-9.866646951,-0.417642364,-1.389177102,-1.561898065,-1.682634382,4,"medium risk"
0.22,39.03,-0.297720848,-0.224749405,0.416375459,0.233774853,1.409385725,1.663904746,1.39038144,-0.124365983,3,"high risk"
0.72,39.03,-0.406486077,-0.341504389,0.228189742,-0.165691021,-0.365564152,0.522733253,0.906401193,0.176900899,3,"high risk"
1.22,39.03,0.704473162,-0.284276653,0.169553733,0.015724427,0.03315906,1.867045221,1.438779464,0.051302473,3,"high risk"
1.72,39.03,0.635539194,-0.249692074,0.112943511,-0.027570825,-0.135035631,1.90886826,1.438779464,0.038428106,3,"high risk"
2.22,39.03,-0.406486077,-0.255201389,0.112462689,0.005194822,0.049939699,1.251649075,1.39038144,0.023335519,3,"high risk"
2.72,39.03,0.704473162,0.047670905,0.078357395,0.270762491,-0.121778657,2.189680093,1.535575514,-0.594159877,3,"high risk"
3.22,39.03,0.865319125,-0.321730182,0.017957076,-0.051181664,-0.120038562,1.711702505,1.245187366,-0.145214193,3,"high risk"
3.72,39.03,-0.406486077,-0.377297172,0.007262466,-0.301947358,-0.368906318,0.445061895,0.616013045,0.431193825,3,"high risk"
4.22,39.03,-0.450693213,-0.379637309,-0.010429634,-0.301846846,-0.402533165,-0.552716321,-0.593937572,0.442990509,4,"medium risk"
4.72,39.03,-0.48692559,-0.390620986,-0.029115687,-0.254060843,-0.404833468,-0.59453936,-0.593937572,0.444686935,4,"medium risk"
5.22,39.03,-0.543469549,-0.39949288,-0.094219454,-0.235149907,-0.417642364,-0.851452314,-0.835927695,0.516884105,4,"medium risk"
5.72,39.03,-0.584931257,-0.400452129,-0.109598375,-0.233958624,-0.417642364,-0.964971992,-1.029519794,0.556045276,4,"medium risk"
6.22,39.03,-0.60847866,-0.400353982,-0.11898915,-0.226138261,-0.417642364,-1.000820311,-1.271509917,0.473114608,4,"medium risk"
6.72,39.03,-0.574813249,-0.400213011,-0.12505375,-0.207919927,-0.417642364,-0.953022552,-1.174713868,0.429154983,4,"medium risk"
7.22,39.03,-0.518704182,-0.399108278,-0.10227636,-0.216034452,-0.412056106,-0.767806236,-0.78752967,0.445444385,4,"medium risk"
7.72,39.03,-0.406486077,-0.349404072,0.020561374,-0.354518126,-0.020876658,0.498834373,0.761207119,0.108001679,3,"high risk"
8.22,39.03,0.780663351,0.341342258,0.295564532,0.484457664,-0.088539028,1.693778345,1.39038144,-1.039916234,3,"high risk"
9.22,39.03,2.152086716,0.23615775,0.209136807,0.15501846,1.067057061,1.269573235,1.099993292,-1.632817977,3,"high risk"
9.72,39.03,0.780663351,-0.299707504,0.015116992,-0.536723871,-0.330109798,1.574283948,1.196789341,-0.416422411,3,"high risk"
10.22,39.03,-0.385704947,-0.379281062,-0.157458799,-0.433599059,-0.417091534,-0.409323045,-0.255151399,-0.016450733,4,"medium risk"
10.72,39.03,-0.499844007,-0.39854833,-0.163388193,-0.455494152,-0.417642364,-0.696109598,-0.690733621,0.056846018,4,"medium risk"
11.22,39.03,-0.561050642,-0.396489093,-0.157936381,-0.477675472,-0.417481897,-0.654286559,-0.690733621,0.084896136,4,"medium risk"
11.72,39.03,-0.585791082,-0.399841719,-0.195919695,-0.466939059,-0.417427231,-0.714033758,-0.642335596,0.116533295,4,"medium risk"
12.22,39.03,-0.564422655,-0.402709049,-0.225290985,-0.47793688,-0.416794411,-0.791705116,-0.932723744,0.158118127,4,"medium risk"
12.72,39.03,-0.555138646,-0.40370383,-0.265961928,-0.531643434,-0.40982907,-0.725983197,-0.593937572,0.228671814,4,"medium risk"
13.22,39.03,-0.551403485,-0.407527631,-0.308834674,-0.532555548,-0.368081712,-0.970946712,-1.271509917,0.306956217,4,"medium risk"
13.72,39.03,-0.543469549,-0.405661795,-0.357520433,-0.562535999,-0.402050952,-0.588564641,-0.400345473,0.369163209,4,"medium risk"
14.22,39.03,-0.489173097,-0.404273847,-0.383757733,-0.577662271,-0.397375398,-0.277879208,-0.0615593,0.383292075,4,"medium risk"
14.72,39.03,-0.450693213,-0.403868527,-0.374069404,-0.573014519,-0.397442549,-0.253980329,-0.206753374,0.374171997,4,"medium risk"
15.22,39.03,-0.385704947,-0.38809636,-0.36781154,-0.543302162,-0.355748584,-0.343601126,-0.497141522,0.338001758,4,"medium risk"
15.72,39.03,-0.152277725,-0.303386515,-0.333589636,-0.367463675,-0.190050305,0.737823168,0.809605144,0.083951992,3,"high risk"
17.22,39.03,1.066376551,-0.21506826,-0.424463962,0.115493362,0.260378837,1.05448332,1.003197242,-0.675395822,3,"high risk"
17.72,39.03,-0.297720848,-0.374049522,-0.428266404,-0.26292714,-0.395904118,-0.469070243,-0.255151399,-0.098550567,4,"medium risk"
18.22,39.03,-0.450693213,-0.384660286,-0.441283727,-0.331524661,-0.409015174,-0.743907357,-0.78752967,-0.06354341,4,"medium risk"
18.72,39.03,-0.48692559,-0.34309326,-0.464895382,-0.134855813,-0.393865452,-0.570640481,-0.593937572,-0.152263954,4,"medium risk"
19.22,39.03,-0.406486077,-0.329606948,-0.485997876,0.084244796,-0.414431182,-0.277879208,-0.15835535,-0.234799923,4,"medium risk"
19.72,39.03,0.635539194,-0.348605353,-0.461553996,0.178407715,-0.391182601,0.22399726,0.374022922,-0.275508161,3,"high risk"
20.22,39.03,0.780663351,-0.19177916,-0.398607136,0.842432737,0.464630118,0.570531012,0.422420946,-0.818924522,3,"high risk"
20.72,39.03,5.047313825,1.166811547,-0.406060225,0.883692024,-0.350519036,0.008907345,-0.351947448,-1.725732557,1,"high risk"
23.22,39.03,0.959934366,0.449622449,0.138404027,1.709383744,2.321256098,1.861070501,1.341983415,-0.058838152,1,"high risk"
23.72,39.03,0.635539194,-0.255201389,-0.031313077,1.137399673,-0.178645788,1.568309228,1.341983415,0.205809308,3,"high risk"
24.22,39.03,0.635539194,0.007921336,-0.080508754,1.654587243,-0.209404675,1.795348583,1.341983415,-0.231047168,3,"high risk"
24.72,39.03,-0.406486077,-0.217246014,-0.167458638,1.556945928,0.044418796,0.988761402,1.099993292,-0.342509592,3,"high risk"
25.22,39.03,-0.406486077,-0.120958979,-0.20671496,1.749926112,0.795514207,1.012660281,1.099993292,-0.760513254,3,"high risk"
25.72,39.03,0.704473162,0.041566573,-0.18645277,1.874141726,2.398425026,1.592208107,1.438779464,-1.062246975,1,"high risk"
26.72,39.03,1.324878959,2.526997839,0.761423994,2.037813767,2.636499088,1.132154678,1.196789341,-1.974197698,1,"high risk"
0.22,38.53,0.865319125,0.456523995,0.457926561,0.657030668,2.729032697,2.356972249,1.535575514,-0.736494347,1,"high risk"
0.72,38.53,-0.410355664,-0.267935858,0.287430611,-0.115667657,0.604052449,1.227750196,1.341983415,0.254986444,3,"high risk"
1.22,38.53,0.704473162,0.265047252,0.098706958,0.577067534,0.009429906,2.135907614,1.535575514,-0.558477848,3,"high risk"
1.72,38.53,0.635539194,-0.136103723,0.062841909,0.079641975,0.122188956,2.040312097,1.39038144,-0.013298036,3,"high risk"
2.22,38.53,-0.410355664,-0.315827468,0.122251031,-0.242970408,-0.364061574,0.779646207,1.148391316,0.290667205,3,"high risk"
2.72,38.53,-0.450693213,-0.370237295,0.098543357,-0.292078331,-0.337210425,0.570531012,0.761207119,0.364388136,3,"high risk"
3.22,38.53,-0.450693213,-0.395096632,0.050512066,-0.300313859,-0.381755774,-0.451146084,-0.497141522,0.509417447,4,"medium risk"
3.72,38.53,-0.489173097,-0.393670953,-0.012131756,-0.303814513,-0.412270873,-0.62441296,-0.400345473,0.53010578,4,"medium risk"
4.22,38.53,-0.544837168,-0.390095876,-0.046531573,-0.296137185,-0.411382513,-0.702084318,-0.593937572,0.553516287,4,"medium risk"
4.72,38.53,-0.565519107,-0.396302637,-0.075551909,-0.270101933,-0.417642364,-0.827553435,-0.78752967,0.564801552,4,"medium risk"
5.22,38.53,-0.585791082,-0.399448899,-0.102998487,-0.247102477,-0.417642364,-0.947047832,-0.981121769,0.609174548,4,"medium risk"
5.72,38.53,-0.607849412,-0.400056763,-0.107893826,-0.241764225,-0.417642364,-1.02471919,-1.271509917,0.605180491,4,"medium risk"
6.22,38.53,-0.605272428,-0.400142063,-0.109984839,-0.236792729,-0.417642364,-1.01874447,-1.271509917,0.587600628,4,"medium risk"
6.72,38.53,-0.585791082,-0.400170419,-0.118811629,-0.232560143,-0.417642364,-0.976921431,-1.126315843,0.542907804,4,"medium risk"
7.22,38.53,-0.544837168,-0.400353982,-0.115658336,-0.231710144,-0.415152495,-0.905224793,-1.029519794,0.505324888,4,"medium risk"
7.72,38.53,-0.489173097,-0.391618429,-0.046084145,-0.302213306,-0.325907523,-0.080713453,-0.0615593,0.334906002,4,"medium risk"
8.22,38.53,-0.410355664,-0.31936111,0.136832233,-0.130723843,-0.149840626,0.64222765,0.906401193,-0.260767582,3,"high risk"
8.72,38.53,0.704473162,-0.110939181,0.205600868,-0.273410003,0.665533503,1.645980586,1.148391316,-0.765715969,3,"high risk"
9.22,38.53,-0.410355664,-0.281698556,0.128610734,-0.416521426,0.844353528,0.982786682,1.099993292,-0.420368413,3,"high risk"
9.72,38.53,-0.447709044,-0.345422518,0.008069106,-0.529858268,-0.086366542,0.522733253,0.858003168,-0.20825916,3,"high risk"
10.22,38.53,-0.489173097,-0.38682392,-0.091717188,-0.449574613,-0.412895434,-0.080713453,0.132032798,-0.103192041,4,"medium risk"
10.72,38.53,-0.544837168,-0.376058528,-0.076895471,-0.4636695,-0.33937359,0.128401742,0.277226872,-0.083409234,4,"medium risk"
11.22,38.53,-0.584931257,-0.358128167,-0.077201341,-0.450072144,-0.417477575,-0.014991534,0.180430823,0.060357324,4,"medium risk"
11.72,38.53,-0.54618617,-0.376524148,-0.111611423,-0.418515605,-0.394291166,0.044755664,-0.013161276,0.117600483,4,"medium risk"
12.22,38.53,-0.489173097,-0.381960084,-0.121263004,-0.460620236,-0.350818301,-0.152410091,-0.206753374,0.156597005,4,"medium risk"
12.72,38.53,-0.450693213,-0.381509858,-0.226750704,-0.502193367,-0.362703506,-0.146435371,0.035236749,0.276958888,4,"medium risk"
13.22,38.53,-0.447709044,-0.386292445,-0.320217929,-0.525323638,-0.148147806,0.044755664,-0.0615593,0.308317209,4,"medium risk"
13.72,38.53,-0.421448495,-0.388686979,-0.344926865,-0.550808576,-0.387132399,-0.421272485,-0.545539547,0.368068165,4,"medium risk"
14.22,38.53,-0.410355664,-0.388873088,-0.356723861,-0.550792364,-0.406695188,-0.092662892,0.035236749,0.380515737,4,"medium risk"
14.72,38.53,0.635539194,-0.379183147,-0.358591264,-0.531962475,-0.375490346,0.22399726,0.470818971,0.313709355,3,"high risk"
15.22,38.53,-0.410355664,-0.363418619,-0.352266085,-0.521588302,-0.36950452,0.194123661,0.519216996,0.315880845,4,"medium risk"
15.72,38.53,0.704473162,-0.302732008,-0.280786045,-0.465491843,0.12843669,1.257623795,1.099993292,0.101440676,3,"high risk"
16.72,38.53,1.066376551,-0.208738467,-0.325691904,0.108511065,0.009414912,1.377118192,1.051595267,-0.783779213,3,"high risk"
17.22,38.53,0.635539194,-0.352059946,-0.397713845,-0.220485271,-0.2954907,0.63625293,0.712809094,-0.39222554,3,"high risk"
17.72,38.53,-0.385704947,-0.381052571,-0.421676335,-0.411262529,-0.411399281,-0.654286559,-0.545539547,-0.051251145,4,"medium risk"
18.22,38.53,-0.499844007,-0.396336664,-0.437958889,-0.533095675,-0.417577317,-0.935098392,-1.126315843,0.028678923,4,"medium risk"
18.72,38.53,-0.544837168,-0.398035952,-0.445556288,-0.518396295,-0.417642364,-0.720008477,-0.739131646,0.05262366,4,"medium risk"
19.22,38.53,-0.489173097,-0.377158053,-0.457371447,-0.417096855,-0.414637266,-0.797679836,-1.029519794,-0.066136187,4,"medium risk"
19.72,38.53,-0.450693213,-0.372599306,-0.483278846,-0.317162727,-0.411377033,-0.899250073,-1.077917818,-0.061295355,4,"medium risk"
20.22,38.53,-0.410355664,-0.381870618,-0.496161748,-0.275816875,-0.228334722,-0.827553435,-1.077917818,0.107149742,4,"medium risk"
20.72,38.53,0.959934366,0.477886032,-0.40637337,0.584560989,-0.003897191,0.678075969,0.422420946,-1.02117306,3,"high risk"
24.72,38.53,0.635539194,-0.177637068,-0.203798933,1.492146318,-0.073663428,1.705727785,1.341983415,-0.613219887,3,"high risk"
25.22,38.53,-0.410355664,-0.152772176,-0.28577783,1.642388798,-0.061288852,0.845368125,1.196789341,-0.862855553,3,"high risk"
25.72,38.53,0.635539194,-0.000607275,-0.298064885,1.69216785,0.11495339,1.436865391,1.487177489,-0.827121803,3,"high risk"
26.22,38.53,0.780663351,0.024135859,-0.185704745,1.856616394,2.732115849,1.610132267,1.29358539,-0.530908592,1,"high risk"
26.72,38.53,1.066376551,1.166811547,0.562656877,1.976575357,7.003726288,1.365168753,1.245187366,-1.821857219,1,"high risk"
-0.28,38.03,0.635539194,0.076012843,0.713998973,0.493165212,2.893370708,2.452567767,1.632371563,-0.510942159,1,"high risk"
0.22,38.03,-0.385704947,-0.177037885,0.418008668,0.101448811,1.300842979,1.562334508,1.438779464,0.139839843,3,"high risk"
0.72,38.03,-0.489173097,-0.337526654,0.303418495,-0.204741063,-0.1473276,1.07240748,1.341983415,0.462964517,3,"high risk"
1.22,38.03,-0.450693213,-0.360473743,0.186323346,-0.224809816,-0.255526025,0.64222765,0.906401193,0.492406977,3,"high risk"
1.72,38.03,-0.450693213,-0.366584325,0.107090321,-0.222967288,-0.299299776,-0.044865134,-0.013161276,0.494731396,4,"medium risk"
2.22,38.03,-0.489173097,-0.384849405,0.102654432,-0.252283017,-0.392848907,-0.510893282,-0.497141522,0.532549803,4,"medium risk"
2.72,38.03,-0.54618617,-0.398867887,0.07822383,-0.275032343,-0.404578295,-0.696109598,-0.351947448,0.572866087,4,"medium risk"
3.22,38.03,-0.556351544,-0.398913141,0.05509523,-0.284013257,-0.414007861,-0.809629275,-0.835927695,0.596500906,4,"medium risk"
3.72,38.03,-0.565519107,-0.398670667,0.01400373,-0.290045,-0.415798224,-0.797679836,-0.642335596,0.618405165,4,"medium risk"
4.22,38.03,-0.586641641,-0.398532937,-0.056378973,-0.282114822,-0.417642364,-0.917174233,-0.981121769,0.663044901,4,"medium risk"
4.72,38.03,-0.599099254,-0.399033395,-0.113754797,-0.261816687,-0.417642364,-0.982896151,-1.271509917,0.650094181,4,"medium risk"
5.22,38.03,-0.586641641,-0.399985352,-0.116840084,-0.249597064,-0.417642364,-0.976921431,-1.223111893,0.667900125,4,"medium risk"
5.72,38.03,-0.565519107,-0.400396111,-0.094509647,-0.255774052,-0.417642364,-0.947047832,-1.126315843,0.683637557,4,"medium risk"
6.22,38.03,-0.556351544,-0.40042412,-0.08639711,-0.256897465,-0.414660672,-0.935098392,-1.077917818,0.715945598,4,"medium risk"
6.72,38.03,-0.556351544,-0.400410116,-0.096744545,-0.245164954,-0.4175657,-0.941073112,-1.077917818,0.731734425,4,"medium risk"
7.22,38.03,-0.556351544,-0.400184655,-0.135035455,-0.239575319,-0.417642364,-0.935098392,-1.029519794,0.658477736,4,"medium risk"
7.72,38.03,-0.54618617,-0.399769498,-0.123582423,-0.254591401,-0.416863472,-0.899250073,-0.981121769,0.586514384,4,"medium risk"
8.22,38.03,-0.489173097,-0.394255553,-0.052889369,-0.334053045,-0.285163627,-0.403348325,-0.400345473,0.483312801,4,"medium risk"
